Date,Winner,Loser,B365W,B365L,Year
2024-05-13,Muller A.,Rublev A.,5.0,1.17,2024
2024-05-13,Paul T.,Koepfer D.,1.67,2.2,2024
2024-05-13,Jarry N.,Napolitano S.,1.36,3.2,2024
2024-05-13,Hurkacz H.,Etcheverry T.,1.5,2.63,2024
2024-05-13,Medvedev D.,Medjedovic H.,1.4,3.0,2024
2024-05-13,Baez S.,Rune H.,2.5,1.53,2024
2024-05-14,Tabilo A.,Khachanov K.,3.0,1.4,2024
2024-05-14,Fritz T.,Dimitrov G.,1.62,2.3,2024
2024-05-14,Zhang Zh.,Monteiro T.,2.1,1.73,2024
2024-05-14,Zverev A.,Borges N.,1.13,6.0,2024
2024-05-14,Jarry N.,Muller A.,1.5,2.63,2024
2024-05-14,Hurkacz H.,Baez S.,1.44,2.75,2024
2024-05-14,Paul T.,Medvedev D.,2.63,1.5,2024
2024-05-14,Tsitsipas S.,De Minaur A.,1.36,3.2,2024
2024-05-15,Tabilo A.,Zhang Zh.,1.57,2.38,2024
2024-05-15,Zverev A.,Fritz T.,1.5,2.63,2024
2024-05-16,Paul T.,Hurkacz H.,2.3,1.62,2024
2024-05-16,Jarry N.,Tsitsipas S.,4.0,1.25,2024
2024-05-17,Zverev A.,Tabilo A.,1.22,4.33,2024
2024-05-17,Jarry N.,Paul T.,2.1,1.73,2024
2024-05-19,Zverev A.,Jarry N.,1.33,3.4,2024
2024-05-19,Baez S.,Nagal S.,1.2,4.5,2024
2024-05-19,Carballes Baena R.,Altmaier D.,1.91,1.91,2024
2024-05-20,Shevchenko A.,Marozsan F.,2.2,1.67,2024
2024-05-20,Ofner S.,Hijikata R.,1.29,3.75,2024
2024-05-20,Ruusuvuori E.,Giron M.,1.73,2.1,2024
2024-05-20,Cobolli F.,Karatsev A.,1.5,2.63,2024
2024-05-21,Michelsen A.,Kovacevic A.,2.0,1.8,2024
2024-05-21,Moreno De Alboran N.,Goffin D.,2.5,1.53,2024
2024-05-21,Hanfmann Y.,Murray A.,1.62,2.3,2024
2024-05-21,Griekspoor T.,Eubanks C.,1.17,5.0,2024
2024-05-21,Machac T.,Draper J.,2.63,1.5,2024
2024-05-21,Shapovalov D.,Coria F.,1.62,2.3,2024
2024-05-21,Cobolli F.,Shelton B.,2.2,1.67,2024
2024-05-21,Shevchenko A.,Ruusuvuori E.,2.1,1.73,2024
2024-05-22,Baez S.,Carballes Baena R.,1.36,3.2,2024
2024-05-22,Machac T.,Moreno De Alboran N.,1.53,2.5,2024
2024-05-22,Michelsen A.,Fritz T.,6.0,1.13,2024
2024-05-22,Ruud C.,Ofner S.,1.13,6.0,2024
2024-05-22,Djokovic N.,Hanfmann Y.,1.08,8.0,2024
2024-05-23,Griekspoor T.,Shapovalov D.,1.73,2.1,2024
2024-05-23,Machac T.,Michelsen A.,1.44,2.75,2024
2024-05-23,Djokovic N.,Griekspoor T.,1.14,5.5,2024
2024-05-23,Cobolli F.,Shevchenko A.,1.62,2.3,2024
2024-05-23,Ruud C.,Baez S.,1.33,3.4,2024
2024-05-24,Machac T.,Djokovic N.,5.5,1.14,2024
2024-05-25,Ruud C.,Cobolli F.,1.2,4.5,2024
2024-05-25,Ruud C.,Machac T.,1.57,2.38,2024
2024-05-19,Vukic A.,Mcdonald M.,1.67,2.2,2024
2024-05-19,Muller A.,Gasquet R.,1.4,3.0,2024
2024-05-20,Etcheverry T.,Sanchez Izquierdo N.,1.07,9.0,2024
2024-05-20,Kotov P.,Cachin P.,1.57,2.38,2024
2024-05-20,Rinderknech A.,Evans D.,1.67,2.2,2024
2024-05-20,Koepfer D.,Barranco Cosano J.,1.22,4.33,2024
2024-05-21,Seyboth Wild T.,Martinez P.,1.91,1.91,2024
2024-05-21,Mpetshi G.,Sonego L.,2.3,1.62,2024
2024-05-21,Gaston H.,Galan D.E.,1.91,1.91,2024
2024-05-21,Tiafoe F.,Munar J.,2.63,1.5,2024
2024-05-21,Darderi L.,Daniel T.,1.4,3.0,2024
2024-05-21,Nishioka Y.,Fanselow S.,1.3,3.5,2024
2024-05-21,Kotov P.,Muller A.,2.0,1.8,2024
2024-05-21,Bublik A.,Vukic A.,1.8,2.0,2024
2024-05-22,Darderi L.,Mannarino A.,1.1,7.0,2024
2024-05-22,Etcheverry T.,Seyboth Wild T.,1.67,2.2,2024
2024-05-22,Koepfer D.,Humbert U.,2.38,1.57,2024
2024-05-22,Mpetshi G.,Nishioka Y.,1.73,2.1,2024
2024-05-22,Rinderknech A.,Tiafoe F.,2.3,1.62,2024
2024-05-22,Gaston H.,Cerundolo F.,3.2,1.36,2024
2024-05-23,Darderi L.,Rinderknech A.,1.62,2.3,2024
2024-05-23,Etcheverry T.,Koepfer D.,1.44,2.75,2024
2024-05-23,Bublik A.,Kotov P.,2.2,1.67,2024
2024-05-23,Mpetshi G.,Gaston H.,1.67,2.2,2024
2024-05-24,Etcheverry T.,Darderi L.,1.67,2.2,2024
2024-05-24,Mpetshi G.,Bublik A.,2.3,1.62,2024
2024-05-25,Mpetshi G.,Etcheverry T.,3.2,1.36,2024
2024-05-26,Nakashima B.,Moreno De Alboran N.,1.57,2.38,2024
2024-05-26,Rublev A.,Daniel T.,1.04,13.0,2024
2024-05-26,Martinez P.,Tirante T.A.,1.29,3.75,2024
2024-05-26,Sonego L.,Humbert U.,2.5,1.53,2024
2024-05-26,Zhang Zh.,Vukic A.,1.36,3.2,2024
2024-05-26,De Jong J.,Draper J.,4.5,1.2,2024
2024-05-26,Hurkacz H.,Mochizuki S.,1.03,15.0,2024
2024-05-26,Dimitrov G.,Kovacevic A.,1.08,8.0,2024
2024-05-26,Marterer M.,Thompson J.,2.3,1.62,2024
2024-05-26,Alcaraz C.,Wolf J.J.,1.01,26.0,2024
2024-05-26,Gasquet R.,Coric B.,3.2,1.36,2024
2024-05-26,Muller A.,Nardi L.,1.53,2.5,2024
2024-05-26,Bergs Z.,Tabilo A.,3.2,1.36,2024
2024-05-26,Nishikori K.,Diallo G.,2.75,1.44,2024
2024-05-26,Marozsan F.,Kukushkin M.,1.25,4.0,2024
2024-05-26,Korda S.,Mayot H.,1.17,5.0,2024
2024-05-26,Altmaier D.,Djere L.,1.53,2.5,2024
2024-05-26,Moutet C.,Jarry N.,2.75,1.44,2024
2024-05-26,Ofner S.,Atmane T.,1.57,2.38,2024
2024-05-26,Wawrinka S.,Murray A.,1.53,2.5,2024
2024-05-27,Kwon S.W.,Ruusuvuori E.,6.0,1.13,2024
2024-05-27,Shevchenko A.,Karatsev A.,1.57,2.38,2024
2024-05-27,Sinner J.,Eubanks C.,1.02,19.0,2024
2024-05-27,Squire H.,Purcell M.,1.44,2.75,2024
2024-05-27,Shelton B.,Gaston H.,1.4,3.0,2024
2024-05-27,Auger-Aliassime F.,Nishioka Y.,1.2,4.5,2024
2024-05-27,Baez S.,Heide G.,1.17,5.0,2024
2024-05-27,Arnaldi M.,Fils A.,2.2,1.67,2024
2024-05-27,Tsitsipas S.,Fucsovics M.,1.1,7.0,2024
2024-05-27,Kovalik J.,Giron M.,2.0,1.8,2024
2024-05-27,Khachanov K.,Nagal S.,1.11,6.5,2024
2024-05-27,Zverev A.,Nadal R.,1.3,3.5,2024
2024-05-27,Kotov P.,Norrie C.,2.75,1.44,2024
2024-05-27,Cerundolo F.,Hanfmann Y.,1.3,3.5,2024
2024-05-27,Misolic F.,Virtanen O.,1.5,2.63,2024
2024-05-27,Tiafoe F.,Bellucci M.,1.29,3.75,2024
2024-05-27,Musetti L.,Galan D.E.,1.13,6.0,2024
2024-05-27,Paul T.,Cachin P.,1.1,7.0,2024
2024-05-27,Shapovalov D.,Van Assche L.,1.67,2.2,2024
2024-05-27,Kecmanovic M.,Monteiro T.,1.8,2.0,2024
2024-05-27,Lajovic D.,Safiullin R.,1.62,2.3,2024
2024-05-27,Monfils G.,Seyboth Wild T.,2.3,1.62,2024
2024-05-27,Fognini F.,Van De Zandschulp B.,2.75,1.44,2024
2024-05-27,Medvedev D.,Koepfer D.,1.2,4.5,2024
2024-05-28,Etcheverry T.,Cazaux A.,1.2,4.5,2024
2024-05-28,Ruud C.,Meligeni Alves F.,1.06,10.0,2024
2024-05-28,Machac T.,Borges N.,1.62,2.3,2024
2024-05-28,Davidovich Fokina A.,Vacherot V.,1.2,4.5,2024
2024-05-28,Munar J.,Bautista Agut R.,1.67,2.2,2024
2024-05-28,De Minaur A.,Michelsen A.,1.08,8.0,2024
2024-05-28,Navone M.,Carreno Busta P.,1.13,6.0,2024
2024-05-28,Rinderknech A.,Walton A.,1.14,5.5,2024
2024-05-28,Fritz T.,Coria F.,1.14,5.5,2024
2024-05-28,Goffin D.,Mpetshi G.,2.3,1.62,2024
2024-05-28,Cobolli F.,Medjedovic H.,2.5,1.53,2024
2024-05-28,Struff J.L.,Burruchaga R.,1.14,5.5,2024
2024-05-28,Rune H.,Evans D.,1.08,8.0,2024
2024-05-28,Zeppieri G.,Mannarino A.,1.22,4.33,2024
2024-05-28,Darderi L.,Hijikata R.,1.06,10.0,2024
2024-05-28,Kokkinakis T.,Popyrin A.,2.0,1.8,2024
2024-05-28,Carballes Baena R.,Lestienne C.,1.14,5.5,2024
2024-05-28,Griekspoor T.,Mcdonald M.,1.1,7.0,2024
2024-05-28,Djokovic N.,Herbert P.H.,1.02,21.0,2024
2024-05-28,Bublik A.,Barrere G.,1.91,1.91,2024
2024-05-29,Tsitsipas S.,Altmaier D.,1.05,11.0,2024
2024-05-29,Alcaraz C.,De Jong J.,1.01,26.0,2024
2024-05-29,Rublev A.,Martinez P.,1.13,6.0,2024
2024-05-29,Kotov P.,Wawrinka S.,1.62,2.3,2024
2024-05-29,Sinner J.,Gasquet R.,1.02,19.0,2024
2024-05-30,Arnaldi M.,Muller A.,1.57,2.38,2024
2024-05-30,Korda S.,Kwon S.W.,1.14,5.5,2024
2024-05-30,Shapovalov D.,Tiafoe F.,1.53,2.5,2024
2024-05-30,Ofner S.,Baez S.,4.5,1.2,2024
2024-05-30,Bergs Z.,Marterer M.,1.4,3.0,2024
2024-05-30,Hurkacz H.,Nakashima B.,1.3,3.5,2024
2024-05-30,Dimitrov G.,Marozsan F.,1.3,3.5,2024
2024-05-30,Medvedev D.,Kecmanovic M.,1.25,4.0,2024
2024-05-30,Auger-Aliassime F.,Squire H.,1.06,10.0,2024
2024-05-30,Griekspoor T.,Darderi L.,2.2,1.67,2024
2024-05-30,Zhang Zh.,Sonego L.,1.91,1.91,2024
2024-05-30,Zverev A.,Goffin D.,1.03,15.0,2024
2024-05-30,Djokovic N.,Carballes Baena R.,1.03,17.0,2024
2024-05-30,Moutet C.,Shevchenko A.,1.44,2.75,2024
2024-05-30,De Minaur A.,Munar J.,1.3,3.5,2024
2024-05-30,Shelton B.,Nishikori K.,1.14,5.5,2024
2024-05-30,Paul T.,Fognini F.,1.17,5.0,2024
2024-05-30,Rune H.,Cobolli F.,1.44,2.75,2024
2024-05-30,Machac T.,Navone M.,1.67,2.2,2024
2024-05-30,Kokkinakis T.,Zeppieri G.,1.67,2.2,2024
2024-05-30,Kovalik J.,Khachanov K.,8.0,1.08,2024
2024-05-30,Struff J.L.,Bublik A.,1.29,3.75,2024
2024-05-30,Cerundolo F.,Misolic F.,1.11,6.5,2024
2024-05-30,Ruud C.,Davidovich Fokina A.,1.17,5.0,2024
2024-05-30,Fritz T.,Lajovic D.,1.17,5.0,2024
2024-05-30,Musetti L.,Monfils G.,1.44,2.75,2024
2024-05-30,Etcheverry T.,Rinderknech A.,1.3,3.5,2024
2024-05-31,Arnaldi M.,Rublev A.,5.0,1.17,2024
2024-05-31,Sinner J.,Kotov P.,1.03,17.0,2024
2024-05-31,Tsitsipas S.,Zhang Zh.,1.1,7.0,2024
2024-05-31,Moutet C.,Ofner S.,1.36,3.2,2024
2024-05-31,Alcaraz C.,Korda S.,1.1,7.0,2024
2024-06-01,De Minaur A.,Struff J.L.,1.8,2.0,2024
2024-06-01,Auger-Aliassime F.,Shelton B.,1.57,2.38,2024
2024-06-01,Medvedev D.,Machac T.,1.3,3.5,2024
2024-06-01,Zverev A.,Griekspoor T.,1.1,7.0,2024
2024-06-01,Hurkacz H.,Shapovalov D.,1.4,3.0,2024
2024-06-01,Rune H.,Kovalik J.,1.11,6.5,2024
2024-06-01,Cerundolo F.,Paul T.,2.3,1.62,2024
2024-06-01,Fritz T.,Kokkinakis T.,1.14,5.5,2024
2024-06-01,Dimitrov G.,Bergs Z.,1.2,4.5,2024
2024-06-01,Ruud C.,Etcheverry T.,1.22,4.33,2024
2024-06-01,Djokovic N.,Musetti L.,1.2,4.5,2024
2024-06-02,Tsitsipas S.,Arnaldi M.,1.17,5.0,2024
2024-06-02,Alcaraz C.,Auger-Aliassime F.,1.11,6.5,2024
2024-06-02,Dimitrov G.,Hurkacz H.,1.62,2.3,2024
2024-06-02,Sinner J.,Moutet C.,1.05,11.0,2024
2024-06-03,De Minaur A.,Medvedev D.,2.38,1.57,2024
2024-06-03,Djokovic N.,Cerundolo F.,1.14,5.5,2024
2024-06-03,Ruud C.,Fritz T.,1.36,3.2,2024
2024-06-03,Zverev A.,Rune H.,1.36,3.2,2024
2024-06-04,Sinner J.,Dimitrov G.,1.2,4.5,2024
2024-06-04,Alcaraz C.,Tsitsipas S.,1.2,4.5,2024
2024-06-05,Ruud C.,Djokovic N.,1.8,2.0,2024
2024-06-05,Zverev A.,De Minaur A.,1.36,3.2,2024
2024-06-07,Alcaraz C.,Sinner J.,1.62,2.3,2024
2024-06-07,Zverev A.,Ruud C.,1.8,2.0,2024
2024-06-09,Alcaraz C.,Zverev A.,1.33,3.4,2024
2024-06-10,Draper J.,Ofner S.,1.25,4.0,2024
2024-06-10,Koepfer D.,Zhang Zh.,1.8,2.0,2024
2024-06-10,Hanfmann Y.,Squire H.,1.67,2.2,2024
2024-06-10,Medjedovic H.,Marozsan F.,1.57,2.38,2024
2024-06-11,Musetti L.,Mpetshi G.,1.67,2.2,2024
2024-06-11,Duckworth J.,Herbert P.H.,1.8,2.0,2024
2024-06-11,Nakashima B.,Eubanks C.,1.57,2.38,2024
2024-06-11,Berrettini M.,Safiullin R.,1.57,2.38,2024
2024-06-11,Rinderknech A.,Michelsen A.,2.5,1.53,2024
2024-06-11,Shapovalov D.,Martineau M.,1.2,4.5,2024
2024-06-11,Giron M.,Murray A.,2.38,1.57,2024
2024-06-11,Struff J.L.,Cobolli F.,1.14,5.5,2024
2024-06-12,Musetti L.,Koepfer D.,1.57,2.38,2024
2024-06-12,Tiafoe F.,Hanfmann Y.,1.5,2.63,2024
2024-06-12,Bublik A.,Medjedovic H.,1.57,2.38,2024
2024-06-12,Draper J.,Giron M.,1.3,3.5,2024
2024-06-13,Nakashima B.,Gasquet R.,1.3,3.5,2024
2024-06-13,Struff J.L.,Rinderknech A.,1.22,4.33,2024
2024-06-13,Berrettini M.,Shapovalov D.,1.62,2.3,2024
2024-06-13,Duckworth J.,Shelton B.,3.0,1.4,2024
2024-06-14,Draper J.,Tiafoe F.,1.44,2.75,2024
2024-06-14,Nakashima B.,Struff J.L.,2.75,1.44,2024
2024-06-14,Berrettini M.,Duckworth J.,1.2,4.5,2024
2024-06-14,Musetti L.,Bublik A.,2.75,1.44,2024
2024-06-15,Draper J.,Nakashima B.,1.44,2.75,2024
2024-06-15,Berrettini M.,Musetti L.,1.36,3.2,2024
2024-06-16,Draper J.,Berrettini M.,2.2,1.67,2024
2024-06-10,Nardi L.,Goffin D.,2.75,1.44,2024
2024-06-11,Mannarino A.,Napolitano S.,1.3,3.5,2024
2024-06-11,Brouwer G.,Mensik J.,1.67,2.2,2024
2024-06-11,Mcdonald M.,Van De Zandschulp B.,2.0,1.8,2024
2024-06-11,Fils A.,Cazaux A.,1.62,2.3,2024
2024-06-11,Raonic M.,Thompson J.,2.38,1.57,2024
2024-06-11,Vukic A.,Purcell M.,1.62,2.3,2024
2024-06-11,Griekspoor T.,Kecmanovic M.,1.33,3.4,2024
2024-06-11,Bautista Agut R.,Huesler M.A.,1.67,2.2,2024
2024-06-11,Popyrin A.,Hijikata R.,1.67,2.2,2024
2024-06-11,Korda S.,Schoolkate T.,1.25,4.0,2024
2024-06-11,Bergs Z.,Van Rijthoven T.,1.4,3.0,2024
2024-06-12,Brouwer G.,Mannarino A.,2.5,1.53,2024
2024-06-12,Griekspoor T.,Mcdonald M.,1.4,3.0,2024
2024-06-12,Humbert U.,Fils A.,1.67,2.2,2024
2024-06-13,Korda S.,Nardi L.,1.22,4.33,2024
2024-06-13,Paul T.,Popyrin A.,1.4,3.0,2024
2024-06-13,Vukic A.,Khachanov K.,3.0,1.4,2024
2024-06-13,De Minaur A.,Bergs Z.,1.14,5.5,2024
2024-06-13,Raonic M.,Bautista Agut R.,1.57,2.38,2024
2024-06-14,Korda S.,Paul T.,2.2,1.67,2024
2024-06-14,Griekspoor T.,Vukic A.,1.3,3.5,2024
2024-06-14,De Minaur A.,Raonic M.,1.36,3.2,2024
2024-06-15,Humbert U.,Brouwer G.,1.29,3.75,2024
2024-06-15,Korda S.,Griekspoor T.,1.67,2.2,2024
2024-06-15,De Minaur A.,Humbert U.,1.36,3.2,2024
2024-06-16,De Minaur A.,Korda S.,1.5,2.63,2024
2024-06-17,Koepfer D.,Auger-Aliassime F.,3.2,1.36,2024
2024-06-17,Sonego L.,Kecmanovic M.,2.0,1.8,2024
2024-06-17,Zhang Zh.,Ofner S.,1.91,1.91,2024
2024-06-17,Marozsan F.,Safiullin R.,2.5,1.53,2024
2024-06-17,Medvedev D.,Borges N.,1.08,8.0,2024
2024-06-17,Hurkacz H.,Cobolli F.,1.13,6.0,2024
2024-06-18,Fils A.,Machac T.,2.0,1.8,2024
2024-06-18,Duckworth J.,Fonseca J.,1.44,2.75,2024
2024-06-18,Giron M.,Rublev A.,4.0,1.25,2024
2024-06-18,Eubanks C.,Martinez P.,1.4,3.0,2024
2024-06-18,Bublik A.,Purcell M.,1.4,3.0,2024
2024-06-18,Sinner J.,Griekspoor T.,1.11,6.5,2024
2024-06-18,Zverev A.,Otte O.,1.14,5.5,2024
2024-06-18,Tsitsipas S.,Squire H.,1.14,5.5,2024
2024-06-19,Berrettini M.,Michelsen A.,1.25,4.0,2024
2024-06-19,Struff J.L.,Darderi L.,1.17,5.0,2024
2024-06-19,Fils A.,Koepfer D.,1.62,2.3,2024
2024-06-19,Eubanks C.,Bublik A.,2.75,1.44,2024
2024-06-19,Zhang Zh.,Medvedev D.,5.5,1.14,2024
2024-06-19,Zverev A.,Sonego L.,1.2,4.5,2024
2024-06-20,Hurkacz H.,Duckworth J.,1.2,4.5,2024
2024-06-20,Sinner J.,Marozsan F.,1.05,11.0,2024
2024-06-20,Giron M.,Berrettini M.,3.5,1.3,2024
2024-06-20,Struff J.L.,Tsitsipas S.,1.91,1.91,2024
2024-06-21,Hurkacz H.,Giron M.,1.29,3.75,2024
2024-06-21,Zverev A.,Fils A.,1.29,3.75,2024
2024-06-21,Sinner J.,Struff J.L.,1.25,4.0,2024
2024-06-21,Zhang Zh.,Eubanks C.,1.8,2.0,2024
2024-06-22,Hurkacz H.,Zverev A.,2.3,1.62,2024
2024-06-22,Sinner J.,Zhang Zh.,1.08,8.0,2024
2024-06-23,Sinner J.,Hurkacz H.,1.33,3.4,2024
2024-06-17,Dimitrov G.,Mannarino A.,1.17,5.0,2024
2024-06-17,Hijikata R.,Tiafoe F.,3.4,1.33,2024
2024-06-17,Thompson J.,Rune H.,2.75,1.44,2024
2024-06-17,Raonic M.,Norrie C.,1.57,2.38,2024
2024-06-18,Fritz T.,Daniel T.,1.14,5.5,2024
2024-06-18,Musetti L.,De Minaur A.,5.0,1.17,2024
2024-06-18,Arnaldi M.,Humbert U.,3.2,1.36,2024
2024-06-18,Korda S.,Khachanov K.,1.67,2.2,2024
2024-06-18,Tabilo A.,Davidovich Fokina A.,2.5,1.53,2024
2024-06-18,Paul T.,Baez S.,1.14,5.5,2024
2024-06-18,Alcaraz C.,Cerundolo F.,1.1,7.0,2024
2024-06-18,Harris B.,Etcheverry T.,1.91,1.91,2024
2024-06-18,Nakashima B.,Evans D.,1.53,2.5,2024
2024-06-18,Mpetshi G.,Shelton B.,2.38,1.57,2024
2024-06-18,Murray A.,Popyrin A.,2.0,1.8,2024
2024-06-18,Draper J.,Navone M.,1.06,10.0,2024
2024-06-19,Hijikata R.,Arnaldi M.,2.3,1.62,2024
2024-06-19,Korda S.,Dimitrov G.,2.5,1.53,2024
2024-06-19,Thompson J.,Murray A.,1.67,2.2,2024
2024-06-19,Fritz T.,Raonic M.,1.57,2.38,2024
2024-06-20,Paul T.,Tabilo A.,1.3,3.5,2024
2024-06-20,Draper J.,Alcaraz C.,3.4,1.33,2024
2024-06-20,Harris B.,Mpetshi G.,2.3,1.62,2024
2024-06-20,Musetti L.,Nakashima B.,1.91,1.91,2024
2024-06-21,Thompson J.,Fritz T.,3.0,1.4,2024
2024-06-21,Musetti L.,Harris B.,1.5,2.63,2024
2024-06-21,Paul T.,Draper J.,2.63,1.5,2024
2024-06-21,Korda S.,Hijikata R.,1.17,5.0,2024
2024-06-22,Musetti L.,Thompson J.,2.0,1.8,2024
2024-06-22,Paul T.,Korda S.,1.8,2.0,2024
2024-06-23,Paul T.,Musetti L.,1.36,3.2,2024
2024-06-24,Harris B.,Fearnley J.,2.2,1.67,2024
2024-06-24,Vukic A.,Marozsan F.,2.2,1.67,2024
2024-06-24,Purcell M.,Djere L.,1.53,2.5,2024
2024-06-24,Shang J.,Etcheverry T.,1.73,2.1,2024
2024-06-24,Giron M.,Cerundolo F.,1.73,2.1,2024
2024-06-25,Ruusuvuori E.,Norrie C.,2.75,1.44,2024
2024-06-25,Seyboth Wild T.,Mccabe J.,1.53,2.5,2024
2024-06-25,Nishioka Y.,Broady L.,1.4,3.0,2024
2024-06-25,Kecmanovic M.,Zhang Zh.,2.0,1.8,2024
2024-06-25,Hussey G.,Navone M.,2.38,1.57,2024
2024-06-25,Cobolli F.,Rinderknech A.,2.2,1.67,2024
2024-06-25,Sonego L.,Searle H.,1.33,3.4,2024
2024-06-26,Harris B.,Broom C.,1.5,2.63,2024
2024-06-26,Nishioka Y.,Giron M.,2.75,1.44,2024
2024-06-26,Kecmanovic M.,Baez S.,1.44,2.75,2024
2024-06-26,Shang J.,Ruusuvuori E.,2.2,1.67,2024
2024-06-26,Purcell M.,Sonego L.,2.38,1.53,2024
2024-06-26,Cobolli F.,Hussey G.,1.25,4.0,2024
2024-06-26,Vukic A.,Bublik A.,2.38,1.57,2024
2024-06-26,Fritz T.,Seyboth Wild T.,1.14,5.5,2024
2024-06-27,Harris B.,Cobolli F.,2.0,1.8,2024
2024-06-27,Purcell M.,Kecmanovic M.,2.2,1.67,2024
2024-06-27,Vukic A.,Nishioka Y.,1.73,2.1,2024
2024-06-27,Fritz T.,Shang J.,1.25,4.0,2024
2024-06-28,Purcell M.,Harris B.,1.67,2.2,2024
2024-06-28,Fritz T.,Vukic A.,1.22,4.33,2024
2024-06-29,Fritz T.,Purcell M.,1.22,4.33,2024
2024-06-23,Michelsen A.,Borges N.,1.67,2.2,2024
2024-06-23,Bautista Agut R.,Daniel T.,1.4,3.0,2024
2024-06-23,Carballes Baena R.,Carreno Busta P.,2.0,1.8,2024
2024-06-24,Hijikata R.,Nardi L.,1.8,2.0,2024
2024-06-24,Fognini F.,Brouwer G.,2.75,1.44,2024
2024-06-24,Shevchenko A.,Lestienne C.,2.1,1.73,2024
2024-06-24,Darderi L.,Martinez P.,1.53,2.5,2024
2024-06-24,Ofner S.,Munar J.,1.44,2.75,2024
2024-06-24,Monfils G.,Thiem D.,1.4,3.0,2024
2024-06-25,Jubb P.,Marterer M.,1.8,2.0,2024
2024-06-25,Walton A.,Hanfmann Y.,2.3,1.62,2024
2024-06-25,Mensik J.,Eubanks C.,2.5,1.53,2024
2024-06-25,Michelsen A.,Mannarino A.,1.57,2.38,2024
2024-06-25,Bautista Agut R.,Humbert U.,2.3,1.62,2024
2024-06-25,Ofner S.,Darderi L.,1.73,2.1,2024
2024-06-25,Monfils G.,Carballes Baena R.,1.36,3.2,2024
2024-06-26,Tabilo A.,Shevchenko A.,1.5,2.63,2024
2024-06-26,Mensik J.,Fognini F.,1.4,3.0,2024
2024-06-26,Jubb P.,Walton A.,1.73,2.1,2024
2024-06-26,Shelton B.,Hijikata R.,1.5,2.63,2024
2024-06-27,Tabilo A.,Mensik J.,1.57,2.38,2024
2024-06-27,Monfils G.,Bautista Agut R.,1.91,1.91,2024
2024-06-27,Ofner S.,Michelsen A.,2.2,1.67,2024
2024-06-27,Jubb P.,Shelton B.,3.0,1.4,2024
2024-06-28,Tabilo A.,Monfils G.,1.91,1.91,2024
2024-06-28,Ofner S.,Jubb P.,1.73,2.1,2024
2024-06-29,Tabilo A.,Ofner S.,1.67,2.2,2024
2024-07-01,Fognini F.,Van Assche L.,2.0,1.8,2024
2024-07-01,Shang J.,Garin C.,1.8,2.0,2024
2024-07-01,Ruud C.,Bolt A.,1.4,3.0,2024
2024-07-01,Coric B.,Meligeni Alves F.,1.62,2.3,2024
2024-07-01,Struff J.L.,Marozsan F.,1.25,4.0,2024
2024-07-01,Dimitrov G.,Lajovic D.,1.03,15.0,2024
2024-07-01,Shapovalov D.,Jarry N.,1.57,2.38,2024
2024-07-01,Tiafoe F.,Arnaldi M.,1.62,2.3,2024
2024-07-01,Thompson J.,Kotov P.,1.22,4.33,2024
2024-07-01,Zhang Zh.,Janvier M.,1.2,4.5,2024
2024-07-01,Berrettini M.,Fucsovics M.,1.17,5.0,2024
2024-07-01,Nakashima B.,Baez S.,1.14,5.5,2024
2024-07-01,Monfils G.,Mannarino A.,1.53,2.5,2024
2024-07-01,Medvedev D.,Kovacevic A.,1.01,23.0,2024
2024-07-01,Wawrinka S.,Broom C.,1.62,2.3,2024
2024-07-01,Muller A.,Gaston H.,2.38,1.57,2024
2024-07-01,Altmaier D.,Fery A.,1.91,1.91,2024
2024-07-01,Alcaraz C.,Lajal M.,1.01,26.0,2024
2024-07-01,Harris L.,Michelsen A.,1.73,2.1,2024
2024-07-01,Cazaux A.,Bergs Z.,3.2,1.36,2024
2024-07-01,Humbert U.,Shevchenko A.,1.14,5.5,2024
2024-07-01,Vukic A.,Ofner S.,1.67,2.2,2024
2024-07-01,Bublik A.,Mensik J.,1.44,2.75,2024
2024-07-01,Van De Zandschulp B.,Broady L.,1.62,2.3,2024
2024-07-01,Bautista Agut R.,Marterer M.,1.29,3.75,2024
2024-07-01,Sonego L.,Navone M.,1.07,9.0,2024
2024-07-01,Griekspoor T.,Galan D.E.,1.13,6.0,2024
2024-07-01,Sinner J.,Hanfmann Y.,1.01,26.0,2024
2024-07-01,Virtanen O.,Purcell M.,2.38,1.57,2024
2024-07-01,Paul T.,Martinez P.,1.02,19.0,2024
2024-07-01,Kecmanovic M.,Nagal S.,1.07,9.0,2024
2024-07-02,Nishioka Y.,Borges N.,1.8,2.0,2024
2024-07-02,Seyboth Wild T.,Jubb P.,2.2,1.67,2024
2024-07-02,Mpetshi G.,Korda S.,4.33,1.22,2024
2024-07-02,Musetti L.,Lestienne C.,1.1,7.0,2024
2024-07-02,Darderi L.,Choinski J.,1.36,3.2,2024
2024-07-02,Hurkacz H.,Albot R.,1.04,13.0,2024
2024-07-02,De Minaur A.,Duckworth J.,1.05,11.0,2024
2024-07-02,Munar J.,Harris B.,2.38,1.57,2024
2024-07-02,Popyrin A.,Monteiro T.,1.33,3.4,2024
2024-07-02,Etcheverry T.,Nardi L.,1.57,2.38,2024
2024-07-02,Comesana F.,Rublev A.,17.0,1.03,2024
2024-07-02,Shelton B.,Bellucci M.,1.33,3.4,2024
2024-07-02,Fearnley J.,Moro Canas A.,1.5,2.63,2024
